"cc_num","customer","lifetime_total_spend"
"4424338559877976","Denise Barnett","107077.26"
"4425161475596168","Brooke Fisher","28726.66"
"4428154703770710","Brittany Guerra","54343.34"
"4430881574719618","Alicia Morales","101398.18"
"4433091568498503","Linda Davis","28091.16"
"4446368897795790","Ryan Joseph","154189.62"
"4449530933957323","Felicia Mckee","113228.04"
"4450831335606294","Donna Davis","109357.28"
"4451438912406400","Cheryl Morgan","67049.74"
"4451952084362894","Joseph Davis","156947.46"
"4452366298769043","Linda Davis","118985.92"
"4474324669797121","Matthew Russell","78986.96"
"4482427013979020","Leslie Ford","80573.54"
"4488941175228467","Jacqueline Washington","70615.00"
"4492491748959010","Jonathan Byrd","40356.82"
"4501449508569485","Paul Wade","44938.54"
"4509142395811241","Margaret Williams","102453.64"
"4509922033272157","Monica West","43828.08"
"4514242065619750","Janet Carpenter","146755.30"
"4518350514020532","Christopher Gregory","63716.30"
"4550599031376731","Angela West","93277.08"
"4555104582813474","Chris Daniel","44892.28"
"4561368699336875","Pamela Lewis","44081.84"
"4570636521433188","Christine Leblanc","69822.58"
"4586810168620942","Michelle Gregory","206879.30"
"4587577161160601","Tina Lawrence","93834.56"
"4599285557366057","Mary Williams","70967.02"
"4607072969078276","Brenda Perez","69818.84"
"4610050989831291","James Lynch","127609.78"
"4610064888664703","Tammy Maldonado","34689.52"
"4629451965224809","Karen Warren","53489.74"
"4633065159406313","Jasmine Wade","14661.84"
"4634955908138648","Mackenzie Smith","88433.14"
"4635330563105903","Christina Rose","74911.70"
"4642255475285942","Sabrina Johnson","149293.62"
"4651007077623147","Andrea Lewis","49075.20"
"4653879239169997","Monica Tucker","112457.86"
"4657269323674365","Alicia Mitchell","58978.86"
"4658490815480264","Tara Richards","97641.72"
"4670613943676271","Bianca Novak","52905.48"
"4671727014157745","Kenneth Edwards","112615.14"
"4681601008538160","Tammy Davis","204590.30"
"4682744518117239","Gregory Webster","24507.36"
"4683520018489354","Charles Carrillo","75912.04"
"4698163635895795","Sharon Powell","22723.38"
"4707867759656333","Susan Shah","73458.28"
"4708992452821239","Jared Walters","118679.96"
"4710792708725663","Justin Bell","50219.86"
"4713464490314802","Wesley Parker","36211.62"
"4716561796955522","Lauren Anderson","135092.40"
"4725673654161314","Alex White","24000.08"
"4727244663135968","Mary Lewis","73661.96"
"4740713119940984","Heather Hines","58034.84"
"4764202053279782","Derek Jones","22467.74"
"4767265376804500","Jennifer Conner","30694.66"
"4777065439639721","Peter Caldwell","117485.06"
"4789911625179723","Dorothy Zuniga","45667.96"
"4800395067176717","Daniel Owens","85379.36"
"4822367783500458","Christopher Farrell","41953.26"
"4824023901222438","Christina Nelson","31724.68"
"4826655832045236","Tami Forbes","105543.48"
"4836998673805450","Susan Hardy","257146.18"
"4839043708100390","Meredith Campbell","62805.22"
"4839615922685395","Phillip Robertson","95249.24"
"4841313716651064","Omar Gay","159866.08"
"4859525594182537","Rebecca Farley","49604.14"
"4873783502705038","Elizabeth Maxwell","150213.68"
"4874006077381178","Patricia Russell","21813.34"
"4874017206859125","Lauren Williams","112651.12"
"4878364946692291","Tina Alvarez","31869.28"
"4879265611163287","Collin Brown","42148.92"
"4904681492230012","Lisa Lowe","163025.32"
"4908846471916297","Lauren Torres","239134.12"
"4914700582394237","John Williams","32415.26"
"4917187576956394","Joel Rivera","52075.26"
"4922710831011201","Heather Chase","57079.30"
"4926376199189801","Claire Davis","118491.12"
"4933461930348832","Richard Carter","58888.74"
"4935858973307492","Lance Wagner","123091.26"
"4939976756738216","Michelle Johnston","208649.58"
"4951647200979051","Kimberly Miller","90407.38"
"4952583804639909","Patricia Rodriguez","62986.84"
"4961003488432306","Stacy Walsh","47969.46"
"4969856774088583","Jacqueline Prince","77965.30"
"4972228199573984","Brian Hogan","26301.48"
"4979422371139333","Kelly Zimmerman","114102.70"
"4986925034905735","Erika Gonzalez","30627.02"
"4996263498048679","Kendra King","44723.26"
"4997733566924489","Stephanie Taylor","147126.50"
"4998109455173950","Mary Pruitt","166863.36"
"5104807169438134","Regina Johnston","84456.84"
"5127412150261034","David Campbell","22738.66"
"5130484058948421","Ronald White","79685.96"
"5152054598359927","Jim Johnson","80741.44"
"5154903938030655","Felicia Combs","34870.20"
"5289285402893489","Amanda Adams","28696.90"
"5359543825610251","Michael Francis","142154.30"
"5388659976630693","Charles Preston","71775.24"
"5410056176712193","Jeffrey Krause","23595.32"
"5456712664803820","Pamela Matthews","53457.58"
"5456776410929288","Taylor Khan","104846.04"
"5501083170975659","Wayne Payne","82099.14"
"5540636818935089","Kenneth Foster","148801.30"
"5559857416065248","Jack Hill","72679.58"
"5580563567307107","Stanley Dickson","86850.98"
"5596347693144598","Joseph Moody","80689.78"
"6011104316292105","Valerie Davis","114327.58"
"6011109736646996","Rebecca Erickson","207796.40"
"6011148190095209","Terri Bailey","121696.70"
"6011149206456997","Jeffrey White","37366.20"
"6011197122270059","Vincent Ward","23305.06"
"6011231546538393","Johnny Bennett","68803.50"
"6011252220172077","Melvin Wright","68750.00"
"6011305591981276","Daniel Jones","58234.20"
"6011329966782895","Lauren Butler","101637.82"
"6011348830550197","Samuel Johnston","135328.58"
"6011360759745864","Steven Williams","48425.04"
"6011366578560244","Adam Stark","83382.76"
"6011367958204270","Tammy Ayers","219915.22"
"6011381817520024","Kristen Allen","56970.66"
"6011382886333463","Martin Duarte","63237.62"
"6011388901471808","Jacqueline Marsh","93206.72"
"6011393492413821","Natalie Watson","25706.04"
"6011399591920186","Maria Roy","99670.16"
"6011438889172900","Allison Allen","233751.30"
"6011477612335392","Anthony Roberts","22285.46"
"6011492816282597","Gary Barnes","81089.06"
"6011504998544485","Ashley Whitney","149445.58"
"6011542681743618","Emily Hall","95973.18"
"6011552879910390","Robert Long","87997.88"
"6011581063717667","Jerry Perkins","27454.56"
"6011603272871604","Robert Holland","62651.96"
"6011626928491360","Heather Roberts","52175.02"
"6011652924285713","Kathryn Smith","149512.76"
"6011679934075347","Jennifer Gonzalez","63607.96"
"6011681934117244","Kaitlyn Newman","54436.34"
"6011693194885790","Victoria Fleming","108794.16"
"6011706277606006","Scott Sullivan","26576.52"
"6011724471098086","Ann Lawson","200009.46"
"6011860238257910","Lisa Mendez","97340.30"
"6011893664860915","Erin Chavez","225077.72"
"6011917798331152","William Johnson","61048.78"
"6011934240159560","Joshua Cohen","80488.90"
"6011948324228984","Mckenzie Brooks","20653.66"
"6011975266774121","Haley Wagner","30647.60"
"6011999606625827","Ronald Carson","84201.66"
"6501313409525696","Carrie Lewis","27090.82"
"6502195877055606","Nathan Byrd","39371.70"
"6506116513503136","Kimberly Rice","149344.74"
"6506982560413523","Alice Kemp","78949.30"
"6511349151405438","Robert Nguyen","75234.08"
"6515067575568369","Kevin Pena","22686.46"
"6517217825320610","James Reese","102220.82"
"6523180720198790","Alan Taylor","23035.44"
"6524376634971418","Jasmine Foster","62529.34"
"6526448584969862","Nathan Stewart","27605.56"
"6526777409109795","Michael Garner","28028.56"
"6526955903501879","Jennifer Scott","23419.96"
"6528911529051375","Diane Smith","56991.04"
"6534628260579800","Christine Harris","127154.70"
"6535328428560433","Michelle Beck","50100.76"
"6538441737335434","Gina Grimes","208143.32"
"6538891242532018","Jodi Rodriguez","229435.86"
"6539653032686894","Samuel Short","20229.06"
"6540981358631302","Bryan Torres","56137.04"
"6544734391390261","John Myers","83909.46"
"6547670341037171","Bryce Joseph","70115.48"
"6550399784335736","Harry Mckee","53221.22"
"6554245334757802","Monique Robinson","100590.54"
"6564459919350820","Douglas Willis","24301.92"
"6569097840281287","Steven Johnson","28680.42"
"6573561108825071","Kristina Lewis","89889.48"
"6592074504369261","Amanda Molina","47176.48"
"6592243974328236","Philip Hart","59377.06"
"6592861994408652","Ashley Whitehead","74097.92"
"6593250708747804","Melissa Meza","107046.22"
"6593939509150446","Margaret Ward","35045.32"
"6595970453799027","Gina Gomez","77925.94"
"6596735789587928","Spencer Williams","54322.90"
"6597248210463122","Kyle Wright","25553.32"
"6597888193422452","Bill Lane","101649.58"
"4018105808392773675","Katherine Love","50042.36"
"4040099974063068803","Jeffrey Lewis","124538.20"
"4044436772018844508","Amy Abbott","40899.86"
"4045036286570100739","Bianca Scott","58568.84"
"4063094974360571498","Patricia Mendoza","50099.66"
"4089096483689733451","Debra Stark","114774.18"
"4092452671396169678","Jeffrey Vargas","101494.88"
"4102003771126577611","William Fitzgerald","73841.46"
"4110266553600176127","Sandra Schwartz","20598.66"
"4128730454058057622","Monique Martin","106700.56"
"4181833256558613886","Jessica Potter","127596.28"
"4208110975550360171","David Bonilla","74207.88"
"4209696857872688515","Sarah Bell","21991.60"
"4210078554961359092","Valerie Clark","79789.84"
"4220495028289516646","Bethany Andrade","53197.98"
"4223708906367574214","Adam Riddle","163166.02"
"4225990116481262579","Brian Simpson","51382.22"
"4226219726886852999","Jessica Bell","44593.58"
"4244953610136705533","Christopher Odom","38788.26"
"4255397449664185994","George Smith","48832.74"
"4292743669224718067","Michael Williams","68625.42"
"4292902571056973207","Jeffrey Smith","96330.40"
"4301028321766222513","Joe Howard","159958.80"
"4311368326621416041","Phillip Delacruz","52587.84"
"4312133045694601139","Julian Price","50884.74"
"4319584480204988982","Kathleen Nash","105994.00"
"4355790796238264643","Tanner Davis","76579.42"
"4358137750029944984","Dawn Stephens","41220.94"
"4373370572092720777","Hailey Rhodes","22001.82"
"4379260813815979609","Thomas Jenkins","80134.78"
"4390966588600992777","Kyle Simmons","59435.80"
"4400011257587661852","Marissa Powell","108381.00"
"4410582919485061752","David Cole","62832.16"
"4426075337087318654","Kyle James","24592.20"
"4428780983793657331","Richard Waters","70382.90"
"4457732997086323466","Stanley Mayo","157932.34"
"4462038234743679432","Kimberly Bush","28896.80"
"4467456915153312231","Rita Myers","59450.58"
"4469777115158234880","Gregory Graham","101822.54"
"4477156602511939689","Angela Ross","73291.84"
"4488258847705225890","Jessica Shaw","76015.06"
"4497451418073897078","Elizabeth Glover","70578.86"
"4497913965512794052","Scott Edwards","97937.72"
"4502539526809429801","Stephanie Cummings","85249.76"
"4503101193493052864","Katherine Tucker","106271.86"
"4512828414983801773","Monica Cohen","140136.40"
"4536996888716062123","Nathan Mendoza","117742.78"
"4560004149983868183","Stacy Villegas","126743.16"
"4560395181594436016","Angela Taylor","171625.70"
"4584931703207308232","Amanda Gomez","101349.18"
"4587657402165341815","Amber Lewis","227197.74"
"4599735407877245080","Mary Myers","58496.94"
"4646845581490336108","Julia Bell","190292.66"
"4653178848915023204","Robert Hall","41702.70"
"4661996144291811856","Linda Park","71906.96"
"4666314527820883145","Guy Thompson","37647.16"
"4689147265057948423","Steven Brooks","73431.34"
"4710826438164847414","Juan Henry","80574.92"
"4715741951931168360","Robert Drake","69737.48"
"4725837176265195730","Elizabeth Mckee","82705.16"
"4736845434667908128","Toni Gomez","100912.18"
"4742883543039288059","Cassandra Sanders","66004.84"
"4756039869079882102","Francisco Hernandez","26760.26"
"4761403817546679245","Diana Jacobs","65221.00"
"4769426683924058915","Andrea Cruz","110023.38"
"4792627764422477317","Margaret Mendez","213136.82"
"4797297220948468262","Erica Briggs","154333.74"
"4798937978667559470","Robert Williams","28624.38"
"4810789809665942990","Julie Sanchez","89055.80"
"4810839835482794272","Carolyn Perez","99788.98"
"4855488158131690372","Jeremy Roberson","161258.16"
"4855853415727304322","Justin Aguilar","31556.12"
"4861310130652566408","Ashley Cruz","170640.46"
"4890424426862856940","Jeremy Whitney","81429.30"
"4897067971111209737","Randy Wood","53100.48"
"4906628655840914250","Charles Moreno","104740.92"
"4956828990005111019","Kenneth Robinson","118164.78"
"4958589671582726883","Aaron Pena","87271.50"
"4973530368125489546","Mary Rodriguez","59348.92"
"4980323467523543940","Patrick Massey","24884.00"
"4989847570577635369","Vanessa Anderson","88772.64"
"4992346398065154184","Benjamin Kim","108988.20"
